00TI               20251126                                                                                   
0601TIA0N       20260101000335100000005000 0000000000000480   
0601TIA0N       20260101000340100000005000 0000000000000500   
0601TIA0N       20260101000345100000005000 0000000000000520   
0601TIA0N       20260101000350100000005000 0000000000000530   
0601TIA0N       20260101000355100000005000 0000000000000540   
0601TIA0N       20260101000360100000005000 0000000000000560   
0601TIA0N       20260101000365100000005000 0000000000000570   
0601TIA0N       20260101000370100000005000 0000000000000580   
0601TIA0N       20260101000375100000005000 0000000000000600   
0601TIA0N       20260101000380100000005000 0000000000000610   
0601TIA0N       20260101000385100000005000 0000000000000620   
0601TIA0N       20260101000390100000005000 0000000000000630   
0601TIA0N       20260101000395100000005000 0000000000000640   
0601TIA0N       20260101000400100000005000 0000000000000650   
0601TIA0N       20260101000405100000005000 0000000000000660   
0601TIA0N       20260101000410100000005000 0000000000000670   
0601TIA0N       20260101000415100000005000 0000000000000680   
0601TIA0N       20260101000420100000005000 0000000000000700   
0601TIA0N       20260101000425100000005000 0000000000000710   
0601TIA0N       20260101000430100000005000 0000000000000720   
0601TIA0N       20260101000435100000005000 0000000000000730   
0601TIA0N       20260101000440100000005000 0000000000000740   
0601TIA0N       20260101000445100000005000 0000000000000750   
0601TIA0N       20260101000450100000005000 0000000000000760   
0601TIA0N       20260101000455100000005000 0000000000000770   
0601TIA0N       20260101000460100000005000 0000000000000780   
0601TIA0N       20260101000465100000005000 0000000000000790   
0601TIA0N       20260101000470100000005000 0000000000000800   
0601TIA0N       20260101000475100000005000 0000000000000810   
0601TIA0N       20260101000480100000005000 0000000000000820   
0601TIA0N       20260101000485100000005000 0000000000000820   
0601TIA0N       20260101000490100000005000 0000000000000830   
0601TIA0N       20260101000495100000005000 0000000000000840   
0601TIA0N       20260101000500100000005000 0000000000000850   
0601TIA0N       20260101000505100000005000 0000000000000860   
0601TIA0N       20260101000510100000005000 0000000000000870   
0601TIA0N       20260101000515100000005000 0000000000000880   
0601TIA0N       20260101000520100000005000 0000000000000890   
0601TIA0N       20260101000525100000005000 0000000000000900   
0601TIA0N       20260101000530100000005000 0000000000000910   
0601TIA0N       20260101000535100000005000 0000000000000920   
0601TIA0N       20260101000540100000005000 0000000000000920   
0601TIA0N       20260101000545100000005000 0000000000000930   
0601TIA0N       20260101000550100000005000 0000000000000940   
0601TIA0N       20260101000555100000005000 0000000000000950   
0601TIA0N       20260101000560100000005000 0000000000000960   
0601TIA0N       20260101000565100000005000 0000000000000970   
0601TIA0N       20260101000570100000005000 0000000000000970   
0601TIA0N       20260101000575100000005000 0000000000000990   
0601TIA0N       20260101000580100000005000 0000000000000990   
0601TIA0N       20260101000585100000005000 0000000000001000   
0601TIA0N       20260101000590100000005000 0000000000001010   
0601TIA0N       20260101000595100000005000 0000000000001010   
0601TIA0N       20260101000600100000005000 0000000000001020   
0601TIA0N       20260101000605100000005000 0000000000001030   
0601TIA0N       20260101000610100000005000 0000000000001040   
0601TIA0N       20260101000615100000005000 0000000000001050   
0601TIA0N       20260101000620100000005000 0000000000001050   
0601TIA0N       20260101000625100000005000 0000000000001060   
0601TIA0N       20260101000630100000005000 0000000000001070   
0601TIA0N       20260101000635100000005000 0000000000001080   
0601TIA0N       20260101000640100000005000 0000000000001090   
0601TIA0N       20260101000645100000005000 0000000000001090   
0601TIA0N       20260101000650100000005000 0000000000001100   
0601TIA0N       20260101000655100000005000 0000000000001110   
0601TIA0N       20260101000660100000005000 0000000000001120   
0601TIA0N       20260101000665100000005000 0000000000001120   
0601TIA0N       20260101000670100000005000 0000000000001130   
0601TIA0N       20260101000675100000005000 0000000000001140   
0601TIA0N       20260101000680100000005000 0000000000001150   
0601TIA0N       20260101000685100000005000 0000000000001150   
0601TIA0N       20260101000690100000005000 0000000000001160   
0601TIA0N       20260101000695100000005000 0000000000001160   
0601TIA0N       20260101000700100000005000 0000000000001170   
0601TIA0N       20260101000705100000005000 0000000000001180   
0601TIA0N       20260101000710100000005000 0000000000001180   
0601TIA0N       20260101000715100000005000 0000000000001190   
0601TIA0N       20260101000720100000005000 0000000000001200   
0601TIA0N       20260101000725100000005000 0000000000001200   
0601TIA0N       20260101000730100000005000 0000000000001210   
0601TIA0N       20260101000735100000005000 0000000000001210   
0601TIA0N       20260101000740100000005000 0000000000001220   
0601TIA0N       20260101000745100000005000 0000000000001230   
0601TIA0N       20260101000750100000005000 0000000000001230   
0601TIA0N       20260101000755100000005000 0000000000001240   
0601TIA0N       20260101000760100000005000 0000000000001240   
0601TIA0N       20260101000765100000005000 0000000000001250   
0601TIA0N       20260101000770100000005000 0000000000001250   
0601TIA0N       20260101000775100000005000 0000000000001260   
0601TIA0N       20260101000780100000005000 0000000000001260   
0601TIA0N       20260101000785100000005000 0000000000001270   
0601TIA0N       20260101000790100000005000 0000000000001270   
0601TIA0N       20260101000795100000005000 0000000000001280   
0601TIA0N       20260101000800100000005000 0000000000001280   
0601TIA0N       20260101000805100000005000 0000000000001290   
0601TIA0N       20260101000810100000005000 0000000000001290   
0601TIA0N       20260101000815100000005000 0000000000001300   
0601TIA0N       20260101000820100000005000 0000000000001300   
0601TIA0N       20260101000825100000005000 0000000000001310   
0601TIA0N       20260101000830100000005000 0000000000001310   
0601TIA0N       20260101000835100000005000 0000000000001320   
0601TIA0N       20260101000840100000005000 0000000000001320   
0601TIA0N       20260101000845100000005000 0000000000001330   
0601TIA0N       20260101000850100000005000 0000000000001330   
0601TIA0N       20260101000855100000005000 0000000000001340   
0601TIA0N       20260101000860100000005000 0000000000001350   
0601TIA0N       20260101000865100000005000 0000000000001350   
0601TIA0N       20260101000870100000005000 0000000000001360   
0601TIA0N       20260101000875100000005000 0000000000001360   
0601TIA0N       20260101000880100000005000 0000000000001370   
0601TIA0N       20260101000885100000005000 0000000000001370   
0601TIA0N       20260101000890100000005000 0000000000001380   
0601TIA0N       20260101000895100000005000 0000000000001380   
0601TIA0N       20260101000900100000005000 0000000000001390   
0601TIA0N       20260101000905100000005000 0000000000001400   
0601TIA0N       20260101000910100000005000 0000000000001400   
0601TIA0N       20260101000915100000005000 0000000000001400   
0601TIA0N       20260101000920100000005000 0000000000001410   
0601TIA0N       20260101000925100000005000 0000000000001410   
0601TIA0N       20260101000930100000005000 0000000000001420   
0601TIA0N       20260101000935100000005000 0000000000001430   
0601TIA0N       20260101000940100000005000 0000000000001430   
0601TIA0N       20260101000945100000005000 0000000000001440   
0601TIA0N       20260101000950100000005000 0000000000001440   
0601TIA0N       20260101000955100000005000 0000000000001450   
0601TIA0N       20260101000960100000005000 0000000000001450   
0601TIA0N       20260101000965100000005000 0000000000001460   
0601TIA0N       20260101000970100000005000 0000000000001460   
0601TIA0N       20260101000975100000005000 0000000000001470   
0601TIA0N       20260101000980100000005000 0000000000001480   
0601TIA0N       20260101000985100000005000 0000000000001480   
0601TIA0N       20260101000990100000005000 0000000000001490   
0601TIA0N       20260101000995100000005000 0000000000001490   
0601TIA0N       20260101001000100000005000 0000000000001490   
0601TIA0N       20260101001005100000005000 0000000000001500   
0601TIA0N       20260101001010100000005000 0000000000001510   
0601TIA0N       20260101001015100000005000 0000000000001510   
0601TIA0N       20260101001020100000005000 0000000000001510   
0601TIA0N       20260101001025100000005000 0000000000001520   
0601TIA0N       20260101001030100000005000 0000000000001520   
0601TIA0N       20260101001035100000005000 0000000000001530   
0601TIA0N       20260101001040100000005000 0000000000001530   
0601TIA0N       20260101001045100000005000 0000000000001540   
0601TIA0N       20260101001050100000005000 0000000000001540   
0601TIA0N       20260101001055100000005000 0000000000001550   
0601TIA0N       20260101001060100000005000 0000000000001550   
0601TIA0N       20260101001065100000005000 0000000000001560   
0601TIA0N       20260101001070100000005000 0000000000001560   
0601TIA0N       20260101001075100000005000 0000000000001560   
0601TIA0N       20260101001080100000005000 0000000000001570   
0601TIA0N       20260101001085100000005000 0000000000001570   
0601TIA0N       20260101001090100000005000 0000000000001580   
0601TIA0N       20260101001095100000005000 0000000000001580   
0601TIA0N       20260101001100100000005000 0000000000001580   
0601TIA0N       20260101001105100000005000 0000000000001590   
0601TIA0N       20260101001110100000005000 0000000000001590   
0601TIA0N       20260101001115100000005000 0000000000001600   
0601TIA0N       20260101001120100000005000 0000000000001600   
0601TIA0N       20260101001125100000005000 0000000000001600   
0601TIA0N       20260101001130100000005000 0000000000001610   
0601TIA0N       20260101001135100000005000 0000000000001610   
0601TIA0N       20260101001140100000005000 0000000000001620   
0601TIA0N       20260101001145100000005000 0000000000001620   
0601TIA0N       20260101001150100000005000 0000000000001630   
0601TIA0N       20260101001155100000005000 0000000000001630   
0601TIA0N       20260101001160100000005000 0000000000001640   
0601TIA0N       20260101001165100000005000 0000000000001640   
0601TIA0N       20260101001170100000005000 0000000000001650   
0601TIA0N       20260101001175100000005000 0000000000001650   
0601TIA0N       20260101001180100000005000 0000000000001650   
0601TIA0N       20260101001185100000005000 0000000000001660   
0601TIA0N       20260101001190100000005000 0000000000001670   
0601TIA0N       20260101001195100000005000 0000000000001670   
0601TIA0N       20260101001200100000005000 0000000000001670   
0601TIA0N       20260101001205100000005000 0000000000001680   
0601TIA0N       20260101001210100000005000 0000000000001680   
0601TIA0N       20260101001215100000005000 0000000000001690   
0601TIA0N       20260101001220100000005000 0000000000001690   
0601TIA0N       20260101001225100000005000 0000000000001700   
0601TIA0N       20260101001230100000005000 0000000000001700   
0601TIA0N       20260101001235100000005000 0000000000001710   
0601TIA0N       20260101001240100000005000 0000000000001710   
0601TIA0N       20260101001245100000005000 0000000000001710   
0601TIA0N       20260101001250100000005000 0000000000001720   
0601TIA0N       20260101001255100000005000 0000000000001720   
0601TIA0N       20260101001260100000005000 0000000000001730   
0601TIA0N       20260101001265100000005000 0000000000001730   
0601TIA0N       20260101001270100000005000 0000000000001740   
0601TIA0N       20260101001275100000005000 0000000000001740   
0601TIA0N       20260101001280100000005000 0000000000001750   
0601TIA0N       20260101001285100000005000 0000000000001750   
0601TIA0N       20260101001290100000005000 0000000000001750   
0601TIA0N       20260101001295100000005000 0000000000001760   
0601TIA0N       20260101001300100000005000 0000000000001760   
0601TIA0N       20260101001305100000005000 0000000000001770   
0601TIA0N       20260101001310100000005000 0000000000001770   
0601TIA0N       20260101001315100000005000 0000000000001780   
0601TIA0N       20260101001320100000005000 0000000000001780   
0601TIA0N       20260101001325100000005000 0000000000001780   
0601TIA0N       20260101001330100000005000 0000000000001790   
0601TIA0N       20260101001335100000005000 0000000000001790   
0601TIA0N       20260101001340100000005000 0000000000001790   
0601TIA0N       20260101001345100000005000 0000000000001800   
0601TIA0N       20260101001350100000005000 0000000000001800   
0601TIA0N       20260101001355100000005000 0000000000001810   
0601TIA0N       20260101001360100000005000 0000000000001810   
0601TIA0N       20260101001365100000005000 0000000000001810   
0601TIA0N       20260101001370100000005000 0000000000001820   
0601TIA0N       20260101001375100000005000 0000000000001820   
0601TIA0N       20260101001380100000005000 0000000000001830   
0601TIA0N       20260101001385100000005000 0000000000001830   
0601TIA0N       20260101001390100000005000 0000000000001830   
0601TIA0N       20260101001395100000005000 0000000000001840   
0601TIA0N       20260101001400100000005000 0000000000001840   
0601TIA0N       20260101001405100000005000 0000000000001840   
0601TIA0N       20260101001410100000005000 0000000000001850   
0601TIA0N       20260101001415100000005000 0000000000001850   
0601TIA0N       20260101001420100000005000 0000000000001850   
0601TIA0N       20260101001425100000005000 0000000000001860   
0601TIA0N       20260101001430100000005000 0000000000001860   
0601TIA0N       20260101001435100000005000 0000000000001860   
0601TIA0N       20260101001440100000005000 0000000000001870   
0601TIA0N       20260101001445100000005000 0000000000001870   
0601TIA0N       20260101001450100000005000 0000000000001880   
0601TIA0N       20260101001455100000005000 0000000000001880   
0601TIA0N       20260101001460100000005000 0000000000001880   
0601TIA0N       20260101001465100000005000 0000000000001890   
0601TIA0N       20260101001470100000005000 0000000000001890   
0601TIA0N       20260101001475100000005000 0000000000001890   
0601TIA0N       20260101001480100000005000 0000000000001900   
0601TIA0N       20260101001485100000005000 0000000000001900   
0601TIA0N       20260101001490100000005000 0000000000001910   
0601TIA0N       20260101001495100000005000 0000000000001910   
0601TIA0N       20260101001500100000005000 0000000000001910   
0601TIA0N       20260101001505100000005000 0000000000001920   
0601TIA0N       20260101001510100000005000 0000000000001920   
0601TIA0N       20260101001515100000005000 0000000000001930   
0601TIA0N       20260101001520100000005000 0000000000001930   
0601TIA0N       20260101001525100000005000 0000000000001930   
0601TIA0N       20260101001530100000005000 0000000000001940   
0601TIA0N       20260101001535100000005000 0000000000001940   
0601TIA0N       20260101001540100000005000 0000000000001940   
0601TIA0N       20260101001545100000005000 0000000000001950   
0601TIA0N       20260101001550100000005000 0000000000001950   
0601TIA0N       20260101001555100000005000 0000000000001950   
0601TIA0N       20260101001560100000005000 0000000000001960   
0601TIA0N       20260101001565100000005000 0000000000001960   
0601TIA0N       20260101001570100000005000 0000000000001960   
0601TIA0N       20260101001575100000005000 0000000000001970   
0601TIA0N       20260101001580100000005000 0000000000001970   
0601TIA0N       20260101001585100000005000 0000000000001970   
0601TIA0N       20260101001590100000005000 0000000000001980   
0601TIA0N       20260101001595100000005000 0000000000001980   
0601TIA0N       20260101001600100000005000 0000000000001980   
0601TIA0N       20260101001605100000005000 0000000000001990   
0601TIA0N       20260101001610100000005000 0000000000001990   
0601TIA0N       20260101001615100000005000 0000000000001990   
0601TIA0N       20260101001620100000005000 0000000000002000   
0601TIA0N       20260101001625100000005000 0000000000002000   
0601TIA0N       20260101001630100000005000 0000000000002000   
0601TIA0N       20260101001635100000005000 0000000000002010   
0601TIA0N       20260101001640100000005000 0000000000002010   
0601TIA0N       20260101001645100000005000 0000000000002010   
0601TIA0N       20260101001650100000005000 0000000000002020   
0601TIA0N       20260101001655100000005000 0000000000002020   
0601TIA0N       20260101001660100000005000 0000000000002020   
0601TIA0N       20260101001665100000005000 0000000000002030   
0601TIA0N       20260101001670100000005000 0000000000002030   
0601TIA0N       20260101001675100000005000 0000000000002030   
0601TIA0N       20260101001680100000005000 0000000000002030   
0601TIA0N       20260101001685100000005000 0000000000002040   
0601TIA0N       20260101001690100000005000 0000000000002040   
0601TIA0N       20260101001695100000005000 0000000000002040   
0601TIA0N       20260101001700100000005000 0000000000002050   
0601TIA0N       20260101001705100000005000 0000000000002050   
0601TIA0N       20260101001710100000005000 0000000000002050   
0601TIA0N       20260101001715100000005000 0000000000002050   
0601TIA0N       20260101001720100000005000 0000000000002060   
0601TIA0N       20260101001725100000005000 0000000000002060   
0601TIA0N       20260101001730100000005000 0000000000002060   
0601TIA0N       20260101001735100000005000 0000000000002070   
0601TIA0N       20260101001740100000005000 0000000000002070   
0601TIA0N       20260101001745100000005000 0000000000002070   
0601TIA0N       20260101001750100000005000 0000000000002080   
0601TIA0N       20260101001755100000005000 0000000000002080   
0601TIA0N       20260101001760100000005000 0000000000002080   
0601TIA0N       20260101001765100000005000 0000000000002080   
0601TIA0N       20260101001770100000005000 0000000000002090   
0601TIA0N       20260101001775100000005000 0000000000002090   
0601TIA0N       20260101001780100000005000 0000000000002090   
0601TIA0N       20260101001785100000005000 0000000000002090   
0601TIA0N       20260101001790100000005000 0000000000002100   
0601TIA0N       20260101001795100000005000 0000000000002100   
0601TIA0N       20260101001800100000005000 0000000000002100   
0601TIA0N       20260101001805100000005000 0000000000002100   
0601TIA0N       20260101001810100000005000 0000000000002110   
0601TIA0N       20260101001815100000005000 0000000000002110   
0601TIA0N       20260101001820100000005000 0000000000002110   
0601TIA0N       20260101001825100000005000 0000000000002120   
0601TIA0N       20260101001830100000005000 0000000000002120   
0601TIA0N       20260101001835100000005000 0000000000002120   
0601TIA0N       20260101001840100000005000 0000000000002120   
0601TIA0N       20260101001845100000005000 0000000000002130   
0601TIA0N       20260101001850100000005000 0000000000002130   
0601TIA0N       20260101001855100000005000 0000000000002130   
0601TIA0N       20260101001860100000005000 0000000000002130   
0601TIA0N       20260101001865100000005000 0000000000002130   
0601TIA0N       20260101001870100000005000 0000000000002140   
0601TIA0N       20260101001875100000005000 0000000000002140   
0601TIA0N       20260101001880100000005000 0000000000002140   
0601TIA0N       20260101001885100000005000 0000000000002150   
0601TIA0N       20260101001890100000005000 0000000000002150   
0601TIA0N       20260101001895100000005000 0000000000002150   
0601TIA0N       20260101001900100000005000 0000000000002150   
0601TIA0N       20260101001905100000005000 0000000000002160   
0601TIA0N       20260101001910100000005000 0000000000002160   
0601TIA0N       20260101001915100000005000 0000000000002160   
0601TIA0N       20260101001920100000005000 0000000000002170   
0601TIA0N       20260101001925100000005000 0000000000002170   
0601TIA0N       20260101001930100000005000 0000000000002170   
0601TIA0N       20260101001935100000005000 0000000000002170   
0601TIA0N       20260101001940100000005000 0000000000002180   
0601TIA0N       20260101001945100000005000 0000000000002180   
0601TIA0N       20260101001950100000005000 0000000000002180   
0601TIA0N       20260101001955100000005000 0000000000002190   
0601TIA0N       20260101001960100000005000 0000000000002190   
0601TIA0N       20260101001965100000005000 0000000000002190   
0601TIA0N       20260101001970100000005000 0000000000002190   
0601TIA0N       20260101001975100000005000 0000000000002200   
0601TIA0N       20260101001980100000005000 0000000000002200   
0601TIA0N       20260101001985100000005000 0000000000002200   
0601TIA0N       20260101001990100000005000 0000000000002200   
0601TIA0N       20260101001995100000005000 0000000000002210   
0601TIA0N       20260101002000100000005000 0000000000002210   
0601TIA0N       20260101002005100000005000 0000000000002210   
0601TIA0N       20260101002010100000005000 0000000000002210   
0601TIA0N       20260101002015100000005000 0000000000002220   
0601TIA0N       20260101002020100000005000 0000000000002220   
0601TIA0N       20260101002025100000005000 0000000000002220   
0601TIA0N       20260101002030100000005000 0000000000002220   
0601TIA0N       20260101002035100000005000 0000000000002230   
0601TIA0N       20260101002040100000005000 0000000000002230   
0601TIA0N       20260101002045100000005000 0000000000002230   
0601TIA0N       20260101002050100000005000 0000000000002230   
0601TIA0N       20260101002055100000005000 0000000000002240   
0601TIA0N       20260101002060100000005000 0000000000002240   
0601TIA0N       20260101002065100000005000 0000000000002240   
0601TIA0N       20260101002070100000005000 0000000000002240   
0601TIA0N       20260101002075100000005000 0000000000002250   
0601TIA0N       20260101002080100000005000 0000000000002250   
0601TIA0N       20260101002085100000005000 0000000000002250   
0601TIA0N       20260101002090100000005000 0000000000002250   
0601TIA0N       20260101002095100000005000 0000000000002260   
0601TIA0N       20260101002100100000005000 0000000000002260   
0601TIA0N       20260101002105100000005000 0000000000002260   
0601TIA0N       20260101002110100000005000 0000000000002260   
0601TIA0N       20260101002115100000005000 0000000000002270   
0601TIA0N       20260101002120100000005000 0000000000002270   
0601TIA0N       20260101002125100000005000 0000000000002270   
0601TIA0N       20260101002130100000005000 0000000000002270   
0601TIA0N       20260101002135100000005000 0000000000002280   
0601TIA0N       20260101002140100000005000 0000000000002280   
0601TIA0N       20260101002145100000005000 0000000000002280   
0601TIA0N       20260101002150100000005000 0000000000002280   
0601TIA0N       20260101002155100000005000 0000000000002280   
0601TIA0N       20260101002160100000005000 0000000000002290   
0601TIA0N       20260101002165100000005000 0000000000002290   
0601TIA0N       20260101002170100000005000 0000000000002290   
0601TIA0N       20260101002175100000005000 0000000000002290   
0601TIA0N       20260101002180100000005000 0000000000002290   
0601TIA0N       20260101002185100000005000 0000000000002300   
0601TIA0N       20260101002190100000005000 0000000000002300   
0601TIA0N       20260101002195100000005000 0000000000002300   
0601TIA0N       20260101002200100000005000 0000000000002300   
0601TIA0N       20260101002205100000005000 0000000000002310   
0601TIA0N       20260101002210100000005000 0000000000002310   
0601TIA0N       20260101002215100000005000 0000000000002310   
0601TIA0N       20260101002220100000005000 0000000000002310   
0601TIA0N       20260101002225100000005000 0000000000002310   
0601TIA0N       20260101002230100000005000 0000000000002320   
0601TIA0N       20260101002235100000005000 0000000000002320   
0601TIA0N       20260101002240100000005000 0000000000002320   
0601TIA0N       20260101002245100000005000 0000000000002320   
0601TIA0N       20260101002250100000005000 0000000000002330   
0601TIA0N       20260101002255100000005000 0000000000002330   
0601TIA0N       20260101002260100000005000 0000000000002330   
0601TIA0N       20260101002265100000005000 0000000000002330   
0601TIA0N       20260101002270100000005000 0000000000002340   
0601TIA0N       20260101002275100000005000 0000000000002340   
0601TIA0N       20260101002280100000005000 0000000000002340   
0601TIA0N       20260101002285100000005000 0000000000002340   
0601TIA0N       20260101002290100000005000 0000000000002350   
0601TIA0N       20260101002295100000005000 0000000000002350   
0601TIA0N       20260101002300100000005000 0000000000002350   
0601TIA0N       20260101002305100000005000 0000000000002350   
0601TIA0N       20260101002310100000005000 0000000000002350   
0601TIA0N       20260101002315100000005000 0000000000002360   
0601TIA0N       20260101002320100000005000 0000000000002360   
0601TIA0N       20260101002325100000005000 0000000000002360   
0601TIA0N       20260101002330100000005000 0000000000002360   
0601TIA0N       20260101002335100000005000 0000000000002360   
0601TIA0N       20260101002340100000005000 0000000000002370   
0601TIA0N       20260101002345100000005000 0000000000002370   
0601TIA0N       20260101002350100000005000 0000000000002370   
0601TIA0N       20260101002355100000005000 0000000000002370   
0601TIA0N       20260101002360100000005000 0000000000002380   
0601TIA0N       20260101002365100000005000 0000000000002380   
0601TIA0N       20260101002370100000005000 0000000000002380   
0601TIA0N       20260101002375100000005000 0000000000002380   
0601TIA0N       20260101002380100000005000 0000000000002380   
0601TIA0N       20260101002385100000005000 0000000000002390   
0601TIA0N       20260101002390100000005000 0000000000002390   
0601TIA0N       20260101002395100000005000 0000000000002390   
0601TIA0N       20260101002400100000005000 0000000000002390   
0601TIA0N       20260101002405100000005000 0000000000002400   
0601TIA0N       20260101002410100000005000 0000000000002400   
0601TIA0N       20260101002415100000005000 0000000000002400   
0601TIA0N       20260101002420100000005000 0000000000002400   
0601TIA0N       20260101002425100000005000 0000000000002400   
0601TIA0N       20260101002430100000005000 0000000000002410   
0601TIA0N       20260101002435100000005000 0000000000002410   
0601TIA0N       20260101002440100000005000 0000000000002410   
0601TIA0N       20260101002445100000005000 0000000000002410   
0601TIA0N       20260101002450100000005000 0000000000002410   
0601TIA0N       20260101002455100000005000 0000000000002420   
0601TIA0N       20260101002460100000005000 0000000000002420   
0601TIA0N       20260101002465100000005000 0000000000002420   
0601TIA0N       20260101002470100000005000 0000000000002420   
0601TIA0N       20260101002475100000005000 0000000000002420   
0601TIA0N       20260101002480100000005000 0000000000002430   
0601TIA0N       20260101002485100000005000 0000000000002430   
0601TIA0N       20260101002490100000005000 0000000000002430   
0601TIA0N       20260101002495100000005000 0000000000002430   
0601TIA0N       20260101002500100000005000 0000000000002430   
0601TIA0N       20260101002505100000005000 0000000000002430   
0601TIA0N       20260101002510100000005000 0000000000002440   
0601TIA0N       20260101002515100000005000 0000000000002440   
0601TIA0N       20260101002520100000005000 0000000000002440   
0601TIA0N       20260101002525100000005000 0000000000002440   
0601TIA0N       20260101002530100000005000 0000000000002440   
0601TIA0N       20260101002535100000005000 0000000000002450   
0601TIA0N       20260101002540100000005000 0000000000002450   
0601TIA0N       20260101002545100000005000 0000000000002450   
0601TIA0N       20260101002550100000005000 0000000000002450   
0601TIA0N       20260101002555100000005000 0000000000002450   
0601TIA0N       20260101002560100000005000 0000000000002460   
0601TIA0N       20260101002565100000005000 0000000000002460   
0601TIA0N       20260101002570100000005000 0000000000002460   
0601TIA0N       20260101002575100000005000 0000000000002460   
0601TIA0N       20260101002580100000005000 0000000000002460   
0601TIA0N       20260101002585100000005000 0000000000002470   
0601TIA0N       20260101002590100000005000 0000000000002470   
0601TIA0N       20260101002595100000005000 0000000000002470   
0601TIA0N       20260101002600100000005000 0000000000002470   
0601TIA0N       20260101002605100000005000 0000000000002470   
0601TIA0N       20260101002610100000005000 0000000000002470   
0601TIA0N       20260101002615100000005000 0000000000002480   
0601TIA0N       20260101002620100000005000 0000000000002480   
0601TIA0N       20260101002625100000005000 0000000000002480   
0601TIA0N       20260101002630100000005000 0000000000002480   
0601TIA0N       20260101002635100000005000 0000000000002480   
0601TIA0N       20260101002640100000005000 0000000000002480   
0601TIA0N       20260101002645100000005000 0000000000002490   
0601TIA0N       20260101002650100000005000 0000000000002490   
0601TIA0N       20260101002655100000005000 0000000000002490   
0601TIA0N       20260101002660100000005000 0000000000002490   
0601TIA0N       20260101002665100000005000 0000000000002490   
0601TIA0N       20260101002670100000005000 0000000000002490   
0601TIA0N       20260101002675100000005000 0000000000002500   
0601TIA0N       20260101002680100000005000 0000000000002500   
0601TIA0N       20260101002685100000005000 0000000000002500   
0601TIA0N       20260101002690100000005000 0000000000002500   
0601TIA0N       20260101002695100000005000 0000000000002500   
0601TIA0N       20260101002700100000005000 0000000000002500   
