00TI               20231221                                                                                   
0601TIA0N       20240101000405100000005000 0000000000000690   
0601TIA0N       20240101000410100000005000 0000000000000700   
0601TIA0N       20240101000415100000005000 0000000000000710   
0601TIA0N       20240101000420100000005000 0000000000000720   
0601TIA0N       20240101000425100000005000 0000000000000730   
0601TIA0N       20240101000430100000005000 0000000000000740   
0601TIA0N       20240101000435100000005000 0000000000000750   
0601TIA0N       20240101000440100000005000 0000000000000760   
0601TIA0N       20240101000445100000005000 0000000000000780   
0601TIA0N       20240101000450100000005000 0000000000000790   
0601TIA0N       20240101000455100000005000 0000000000000790   
0601TIA0N       20240101000460100000005000 0000000000000800   
0601TIA0N       20240101000465100000005000 0000000000000810   
0601TIA0N       20240101000470100000005000 0000000000000830   
0601TIA0N       20240101000475100000005000 0000000000000830   
0601TIA0N       20240101000480100000005000 0000000000000840   
0601TIA0N       20240101000485100000005000 0000000000000850   
0601TIA0N       20240101000490100000005000 0000000000000860   
0601TIA0N       20240101000495100000005000 0000000000000870   
0601TIA0N       20240101000500100000005000 0000000000000880   
0601TIA0N       20240101000505100000005000 0000000000000890   
0601TIA0N       20240101000510100000005000 0000000000000900   
0601TIA0N       20240101000515100000005000 0000000000000910   
0601TIA0N       20240101000520100000005000 0000000000000920   
0601TIA0N       20240101000525100000005000 0000000000000930   
0601TIA0N       20240101000530100000005000 0000000000000940   
0601TIA0N       20240101000535100000005000 0000000000000940   
0601TIA0N       20240101000540100000005000 0000000000000950   
0601TIA0N       20240101000545100000005000 0000000000000960   
0601TIA0N       20240101000550100000005000 0000000000000970   
0601TIA0N       20240101000555100000005000 0000000000000980   
0601TIA0N       20240101000560100000005000 0000000000000990   
0601TIA0N       20240101000565100000005000 0000000000001000   
0601TIA0N       20240101000570100000005000 0000000000001000   
0601TIA0N       20240101000575100000005000 0000000000001010   
0601TIA0N       20240101000580100000005000 0000000000001020   
0601TIA0N       20240101000585100000005000 0000000000001030   
0601TIA0N       20240101000590100000005000 0000000000001040   
0601TIA0N       20240101000595100000005000 0000000000001040   
0601TIA0N       20240101000600100000005000 0000000000001060   
0601TIA0N       20240101000605100000005000 0000000000001060   
0601TIA0N       20240101000610100000005000 0000000000001070   
0601TIA0N       20240101000615100000005000 0000000000001080   
0601TIA0N       20240101000620100000005000 0000000000001090   
0601TIA0N       20240101000625100000005000 0000000000001100   
0601TIA0N       20240101000630100000005000 0000000000001100   
0601TIA0N       20240101000635100000005000 0000000000001110   
0601TIA0N       20240101000640100000005000 0000000000001120   
0601TIA0N       20240101000645100000005000 0000000000001130   
0601TIA0N       20240101000650100000005000 0000000000001140   
0601TIA0N       20240101000655100000005000 0000000000001140   
0601TIA0N       20240101000660100000005000 0000000000001150   
0601TIA0N       20240101000665100000005000 0000000000001160   
0601TIA0N       20240101000670100000005000 0000000000001160   
0601TIA0N       20240101000675100000005000 0000000000001170   
0601TIA0N       20240101000680100000005000 0000000000001180   
0601TIA0N       20240101000685100000005000 0000000000001180   
0601TIA0N       20240101000690100000005000 0000000000001190   
0601TIA0N       20240101000695100000005000 0000000000001200   
0601TIA0N       20240101000700100000005000 0000000000001200   
0601TIA0N       20240101000705100000005000 0000000000001210   
0601TIA0N       20240101000710100000005000 0000000000001220   
0601TIA0N       20240101000715100000005000 0000000000001220   
0601TIA0N       20240101000720100000005000 0000000000001230   
0601TIA0N       20240101000725100000005000 0000000000001240   
0601TIA0N       20240101000730100000005000 0000000000001240   
0601TIA0N       20240101000735100000005000 0000000000001250   
0601TIA0N       20240101000740100000005000 0000000000001250   
0601TIA0N       20240101000745100000005000 0000000000001260   
0601TIA0N       20240101000750100000005000 0000000000001260   
0601TIA0N       20240101000755100000005000 0000000000001270   
0601TIA0N       20240101000760100000005000 0000000000001270   
0601TIA0N       20240101000765100000005000 0000000000001280   
0601TIA0N       20240101000770100000005000 0000000000001280   
0601TIA0N       20240101000775100000005000 0000000000001290   
0601TIA0N       20240101000780100000005000 0000000000001290   
0601TIA0N       20240101000785100000005000 0000000000001300   
0601TIA0N       20240101000790100000005000 0000000000001300   
0601TIA0N       20240101000795100000005000 0000000000001310   
0601TIA0N       20240101000800100000005000 0000000000001310   
0601TIA0N       20240101000805100000005000 0000000000001320   
0601TIA0N       20240101000810100000005000 0000000000001320   
0601TIA0N       20240101000815100000005000 0000000000001330   
0601TIA0N       20240101000820100000005000 0000000000001340   
0601TIA0N       20240101000825100000005000 0000000000001340   
0601TIA0N       20240101000830100000005000 0000000000001350   
0601TIA0N       20240101000835100000005000 0000000000001350   
0601TIA0N       20240101000840100000005000 0000000000001360   
0601TIA0N       20240101000845100000005000 0000000000001370   
0601TIA0N       20240101000850100000005000 0000000000001370   
0601TIA0N       20240101000855100000005000 0000000000001380   
0601TIA0N       20240101000860100000005000 0000000000001380   
0601TIA0N       20240101000865100000005000 0000000000001390   
0601TIA0N       20240101000870100000005000 0000000000001390   
0601TIA0N       20240101000875100000005000 0000000000001400   
0601TIA0N       20240101000880100000005000 0000000000001410   
0601TIA0N       20240101000885100000005000 0000000000001410   
0601TIA0N       20240101000890100000005000 0000000000001420   
0601TIA0N       20240101000895100000005000 0000000000001420   
0601TIA0N       20240101000900100000005000 0000000000001430   
0601TIA0N       20240101000905100000005000 0000000000001430   
0601TIA0N       20240101000910100000005000 0000000000001440   
0601TIA0N       20240101000915100000005000 0000000000001440   
0601TIA0N       20240101000920100000005000 0000000000001450   
0601TIA0N       20240101000925100000005000 0000000000001450   
0601TIA0N       20240101000930100000005000 0000000000001460   
0601TIA0N       20240101000935100000005000 0000000000001470   
0601TIA0N       20240101000940100000005000 0000000000001470   
0601TIA0N       20240101000945100000005000 0000000000001480   
0601TIA0N       20240101000950100000005000 0000000000001480   
0601TIA0N       20240101000955100000005000 0000000000001490   
0601TIA0N       20240101000960100000005000 0000000000001490   
0601TIA0N       20240101000965100000005000 0000000000001500   
0601TIA0N       20240101000970100000005000 0000000000001500   
0601TIA0N       20240101000975100000005000 0000000000001510   
0601TIA0N       20240101000980100000005000 0000000000001520   
0601TIA0N       20240101000985100000005000 0000000000001520   
0601TIA0N       20240101000990100000005000 0000000000001520   
0601TIA0N       20240101000995100000005000 0000000000001530   
0601TIA0N       20240101001000100000005000 0000000000001530   
0601TIA0N       20240101001005100000005000 0000000000001540   
0601TIA0N       20240101001010100000005000 0000000000001540   
0601TIA0N       20240101001015100000005000 0000000000001550   
0601TIA0N       20240101001020100000005000 0000000000001550   
0601TIA0N       20240101001025100000005000 0000000000001560   
0601TIA0N       20240101001030100000005000 0000000000001560   
0601TIA0N       20240101001035100000005000 0000000000001570   
0601TIA0N       20240101001040100000005000 0000000000001570   
0601TIA0N       20240101001045100000005000 0000000000001580   
0601TIA0N       20240101001050100000005000 0000000000001580   
0601TIA0N       20240101001055100000005000 0000000000001580   
0601TIA0N       20240101001060100000005000 0000000000001590   
0601TIA0N       20240101001065100000005000 0000000000001590   
0601TIA0N       20240101001070100000005000 0000000000001600   
0601TIA0N       20240101001075100000005000 0000000000001600   
0601TIA0N       20240101001080100000005000 0000000000001610   
0601TIA0N       20240101001085100000005000 0000000000001610   
0601TIA0N       20240101001090100000005000 0000000000001620   
0601TIA0N       20240101001095100000005000 0000000000001620   
0601TIA0N       20240101001100100000005000 0000000000001620   
0601TIA0N       20240101001105100000005000 0000000000001630   
0601TIA0N       20240101001110100000005000 0000000000001630   
0601TIA0N       20240101001115100000005000 0000000000001640   
0601TIA0N       20240101001120100000005000 0000000000001640   
0601TIA0N       20240101001125100000005000 0000000000001640   
0601TIA0N       20240101001130100000005000 0000000000001650   
0601TIA0N       20240101001135100000005000 0000000000001660   
0601TIA0N       20240101001140100000005000 0000000000001660   
0601TIA0N       20240101001145100000005000 0000000000001660   
0601TIA0N       20240101001150100000005000 0000000000001670   
0601TIA0N       20240101001155100000005000 0000000000001670   
0601TIA0N       20240101001160100000005000 0000000000001680   
0601TIA0N       20240101001165100000005000 0000000000001680   
0601TIA0N       20240101001170100000005000 0000000000001690   
0601TIA0N       20240101001175100000005000 0000000000001690   
0601TIA0N       20240101001180100000005000 0000000000001700   
0601TIA0N       20240101001185100000005000 0000000000001700   
0601TIA0N       20240101001190100000005000 0000000000001710   
0601TIA0N       20240101001195100000005000 0000000000001710   
0601TIA0N       20240101001200100000005000 0000000000001720   
0601TIA0N       20240101001205100000005000 0000000000001720   
0601TIA0N       20240101001210100000005000 0000000000001730   
0601TIA0N       20240101001215100000005000 0000000000001730   
0601TIA0N       20240101001220100000005000 0000000000001740   
0601TIA0N       20240101001225100000005000 0000000000001740   
0601TIA0N       20240101001230100000005000 0000000000001740   
0601TIA0N       20240101001235100000005000 0000000000001750   
0601TIA0N       20240101001240100000005000 0000000000001750   
0601TIA0N       20240101001245100000005000 0000000000001760   
0601TIA0N       20240101001250100000005000 0000000000001760   
0601TIA0N       20240101001255100000005000 0000000000001770   
0601TIA0N       20240101001260100000005000 0000000000001770   
0601TIA0N       20240101001265100000005000 0000000000001780   
0601TIA0N       20240101001270100000005000 0000000000001780   
0601TIA0N       20240101001275100000005000 0000000000001780   
0601TIA0N       20240101001280100000005000 0000000000001790   
0601TIA0N       20240101001285100000005000 0000000000001790   
0601TIA0N       20240101001290100000005000 0000000000001800   
0601TIA0N       20240101001295100000005000 0000000000001800   
0601TIA0N       20240101001300100000005000 0000000000001810   
0601TIA0N       20240101001305100000005000 0000000000001810   
0601TIA0N       20240101001310100000005000 0000000000001810   
0601TIA0N       20240101001315100000005000 0000000000001820   
0601TIA0N       20240101001320100000005000 0000000000001820   
0601TIA0N       20240101001325100000005000 0000000000001830   
0601TIA0N       20240101001330100000005000 0000000000001830   
0601TIA0N       20240101001335100000005000 0000000000001830   
0601TIA0N       20240101001340100000005000 0000000000001840   
0601TIA0N       20240101001345100000005000 0000000000001840   
0601TIA0N       20240101001350100000005000 0000000000001850   
0601TIA0N       20240101001355100000005000 0000000000001850   
0601TIA0N       20240101001360100000005000 0000000000001850   
0601TIA0N       20240101001365100000005000 0000000000001860   
0601TIA0N       20240101001370100000005000 0000000000001860   
0601TIA0N       20240101001375100000005000 0000000000001870   
0601TIA0N       20240101001380100000005000 0000000000001870   
0601TIA0N       20240101001385100000005000 0000000000001870   
0601TIA0N       20240101001390100000005000 0000000000001880   
0601TIA0N       20240101001395100000005000 0000000000001880   
0601TIA0N       20240101001400100000005000 0000000000001880   
0601TIA0N       20240101001405100000005000 0000000000001890   
0601TIA0N       20240101001410100000005000 0000000000001890   
0601TIA0N       20240101001415100000005000 0000000000001890   
0601TIA0N       20240101001420100000005000 0000000000001900   
0601TIA0N       20240101001425100000005000 0000000000001900   
0601TIA0N       20240101001430100000005000 0000000000001900   
0601TIA0N       20240101001435100000005000 0000000000001910   
0601TIA0N       20240101001440100000005000 0000000000001910   
0601TIA0N       20240101001445100000005000 0000000000001920   
0601TIA0N       20240101001450100000005000 0000000000001920   
0601TIA0N       20240101001455100000005000 0000000000001930   
0601TIA0N       20240101001460100000005000 0000000000001930   
0601TIA0N       20240101001465100000005000 0000000000001930   
0601TIA0N       20240101001470100000005000 0000000000001940   
0601TIA0N       20240101001475100000005000 0000000000001940   
0601TIA0N       20240101001480100000005000 0000000000001940   
0601TIA0N       20240101001485100000005000 0000000000001950   
0601TIA0N       20240101001490100000005000 0000000000001950   
0601TIA0N       20240101001495100000005000 0000000000001960   
0601TIA0N       20240101001500100000005000 0000000000001960   
0601TIA0N       20240101001505100000005000 0000000000001960   
0601TIA0N       20240101001510100000005000 0000000000001970   
0601TIA0N       20240101001515100000005000 0000000000001970   
0601TIA0N       20240101001520100000005000 0000000000001970   
0601TIA0N       20240101001525100000005000 0000000000001980   
0601TIA0N       20240101001530100000005000 0000000000001980   
0601TIA0N       20240101001535100000005000 0000000000001990   
0601TIA0N       20240101001540100000005000 0000000000001990   
0601TIA0N       20240101001545100000005000 0000000000001990   
0601TIA0N       20240101001550100000005000 0000000000002000   
0601TIA0N       20240101001555100000005000 0000000000002000   
0601TIA0N       20240101001560100000005000 0000000000002000   
0601TIA0N       20240101001565100000005000 0000000000002010   
0601TIA0N       20240101001570100000005000 0000000000002010   
0601TIA0N       20240101001575100000005000 0000000000002010   
0601TIA0N       20240101001580100000005000 0000000000002020   
0601TIA0N       20240101001585100000005000 0000000000002020   
0601TIA0N       20240101001590100000005000 0000000000002020   
0601TIA0N       20240101001595100000005000 0000000000002030   
0601TIA0N       20240101001600100000005000 0000000000002030   
0601TIA0N       20240101001605100000005000 0000000000002030   
0601TIA0N       20240101001610100000005000 0000000000002040   
0601TIA0N       20240101001615100000005000 0000000000002040   
0601TIA0N       20240101001620100000005000 0000000000002040   
0601TIA0N       20240101001625100000005000 0000000000002050   
0601TIA0N       20240101001630100000005000 0000000000002050   
0601TIA0N       20240101001635100000005000 0000000000002050   
0601TIA0N       20240101001640100000005000 0000000000002060   
0601TIA0N       20240101001645100000005000 0000000000002060   
0601TIA0N       20240101001650100000005000 0000000000002060   
0601TIA0N       20240101001655100000005000 0000000000002070   
0601TIA0N       20240101001660100000005000 0000000000002070   
0601TIA0N       20240101001665100000005000 0000000000002070   
0601TIA0N       20240101001670100000005000 0000000000002070   
0601TIA0N       20240101001675100000005000 0000000000002080   
0601TIA0N       20240101001680100000005000 0000000000002080   
0601TIA0N       20240101001685100000005000 0000000000002080   
0601TIA0N       20240101001690100000005000 0000000000002090   
0601TIA0N       20240101001695100000005000 0000000000002090   
0601TIA0N       20240101001700100000005000 0000000000002090   
0601TIA0N       20240101001705100000005000 0000000000002100   
0601TIA0N       20240101001710100000005000 0000000000002100   
0601TIA0N       20240101001715100000005000 0000000000002100   
0601TIA0N       20240101001720100000005000 0000000000002100   
0601TIA0N       20240101001725100000005000 0000000000002110   
0601TIA0N       20240101001730100000005000 0000000000002110   
0601TIA0N       20240101001735100000005000 0000000000002110   
0601TIA0N       20240101001740100000005000 0000000000002110   
0601TIA0N       20240101001745100000005000 0000000000002120   
0601TIA0N       20240101001750100000005000 0000000000002120   
0601TIA0N       20240101001755100000005000 0000000000002120   
0601TIA0N       20240101001760100000005000 0000000000002130   
0601TIA0N       20240101001765100000005000 0000000000002130   
0601TIA0N       20240101001770100000005000 0000000000002130   
0601TIA0N       20240101001775100000005000 0000000000002130   
0601TIA0N       20240101001780100000005000 0000000000002140   
0601TIA0N       20240101001785100000005000 0000000000002140   
0601TIA0N       20240101001790100000005000 0000000000002140   
0601TIA0N       20240101001795100000005000 0000000000002150   
0601TIA0N       20240101001800100000005000 0000000000002150   
0601TIA0N       20240101001805100000005000 0000000000002150   
0601TIA0N       20240101001810100000005000 0000000000002150   
0601TIA0N       20240101001815100000005000 0000000000002160   
0601TIA0N       20240101001820100000005000 0000000000002160   
0601TIA0N       20240101001825100000005000 0000000000002160   
0601TIA0N       20240101001830100000005000 0000000000002160   
0601TIA0N       20240101001835100000005000 0000000000002160   
0601TIA0N       20240101001840100000005000 0000000000002170   
0601TIA0N       20240101001845100000005000 0000000000002170   
0601TIA0N       20240101001850100000005000 0000000000002170   
0601TIA0N       20240101001855100000005000 0000000000002180   
0601TIA0N       20240101001860100000005000 0000000000002180   
0601TIA0N       20240101001865100000005000 0000000000002180   
0601TIA0N       20240101001870100000005000 0000000000002190   
0601TIA0N       20240101001875100000005000 0000000000002190   
0601TIA0N       20240101001880100000005000 0000000000002190   
0601TIA0N       20240101001885100000005000 0000000000002190   
0601TIA0N       20240101001890100000005000 0000000000002200   
0601TIA0N       20240101001895100000005000 0000000000002200   
0601TIA0N       20240101001900100000005000 0000000000002200   
0601TIA0N       20240101001905100000005000 0000000000002210   
0601TIA0N       20240101001910100000005000 0000000000002210   
0601TIA0N       20240101001915100000005000 0000000000002210   
0601TIA0N       20240101001920100000005000 0000000000002220   
0601TIA0N       20240101001925100000005000 0000000000002220   
0601TIA0N       20240101001930100000005000 0000000000002220   
0601TIA0N       20240101001935100000005000 0000000000002220   
0601TIA0N       20240101001940100000005000 0000000000002230   
0601TIA0N       20240101001945100000005000 0000000000002230   
0601TIA0N       20240101001950100000005000 0000000000002230   
0601TIA0N       20240101001955100000005000 0000000000002230   
0601TIA0N       20240101001960100000005000 0000000000002240   
0601TIA0N       20240101001965100000005000 0000000000002240   
0601TIA0N       20240101001970100000005000 0000000000002240   
0601TIA0N       20240101001975100000005000 0000000000002240   
0601TIA0N       20240101001980100000005000 0000000000002250   
0601TIA0N       20240101001985100000005000 0000000000002250   
0601TIA0N       20240101001990100000005000 0000000000002250   
0601TIA0N       20240101001995100000005000 0000000000002260   
0601TIA0N       20240101002000100000005000 0000000000002260   
0601TIA0N       20240101002005100000005000 0000000000002260   
0601TIA0N       20240101002010100000005000 0000000000002260   
0601TIA0N       20240101002015100000005000 0000000000002270   
0601TIA0N       20240101002020100000005000 0000000000002270   
0601TIA0N       20240101002025100000005000 0000000000002270   
0601TIA0N       20240101002030100000005000 0000000000002270   
0601TIA0N       20240101002035100000005000 0000000000002270   
0601TIA0N       20240101002040100000005000 0000000000002280   
0601TIA0N       20240101002045100000005000 0000000000002280   
0601TIA0N       20240101002050100000005000 0000000000002280   
0601TIA0N       20240101002055100000005000 0000000000002280   
0601TIA0N       20240101002060100000005000 0000000000002290   
0601TIA0N       20240101002065100000005000 0000000000002290   
0601TIA0N       20240101002070100000005000 0000000000002290   
0601TIA0N       20240101002075100000005000 0000000000002290   
0601TIA0N       20240101002080100000005000 0000000000002300   
0601TIA0N       20240101002085100000005000 0000000000002300   
0601TIA0N       20240101002090100000005000 0000000000002300   
0601TIA0N       20240101002095100000005000 0000000000002300   
0601TIA0N       20240101002100100000005000 0000000000002310   
0601TIA0N       20240101002105100000005000 0000000000002310   
0601TIA0N       20240101002110100000005000 0000000000002310   
0601TIA0N       20240101002115100000005000 0000000000002310   
0601TIA0N       20240101002120100000005000 0000000000002320   
0601TIA0N       20240101002125100000005000 0000000000002320   
0601TIA0N       20240101002130100000005000 0000000000002320   
0601TIA0N       20240101002135100000005000 0000000000002320   
0601TIA0N       20240101002140100000005000 0000000000002320   
0601TIA0N       20240101002145100000005000 0000000000002330   
0601TIA0N       20240101002150100000005000 0000000000002330   
0601TIA0N       20240101002155100000005000 0000000000002330   
0601TIA0N       20240101002160100000005000 0000000000002330   
0601TIA0N       20240101002165100000005000 0000000000002330   
0601TIA0N       20240101002170100000005000 0000000000002340   
0601TIA0N       20240101002175100000005000 0000000000002340   
0601TIA0N       20240101002180100000005000 0000000000002340   
0601TIA0N       20240101002185100000005000 0000000000002350   
0601TIA0N       20240101002190100000005000 0000000000002350   
0601TIA0N       20240101002195100000005000 0000000000002350   
0601TIA0N       20240101002200100000005000 0000000000002350   
0601TIA0N       20240101002205100000005000 0000000000002350   
0601TIA0N       20240101002210100000005000 0000000000002360   
0601TIA0N       20240101002215100000005000 0000000000002360   
0601TIA0N       20240101002220100000005000 0000000000002360   
0601TIA0N       20240101002225100000005000 0000000000002360   
0601TIA0N       20240101002230100000005000 0000000000002370   
0601TIA0N       20240101002235100000005000 0000000000002370   
0601TIA0N       20240101002240100000005000 0000000000002370   
0601TIA0N       20240101002245100000005000 0000000000002370   
0601TIA0N       20240101002250100000005000 0000000000002380   
0601TIA0N       20240101002255100000005000 0000000000002380   
0601TIA0N       20240101002260100000005000 0000000000002380   
0601TIA0N       20240101002265100000005000 0000000000002380   
0601TIA0N       20240101002270100000005000 0000000000002390   
0601TIA0N       20240101002275100000005000 0000000000002390   
0601TIA0N       20240101002280100000005000 0000000000002390   
0601TIA0N       20240101002285100000005000 0000000000002390   
0601TIA0N       20240101002290100000005000 0000000000002400   
0601TIA0N       20240101002295100000005000 0000000000002400   
0601TIA0N       20240101002300100000005000 0000000000002400   
0601TIA0N       20240101002305100000005000 0000000000002400   
0601TIA0N       20240101002310100000005000 0000000000002400   
0601TIA0N       20240101002315100000005000 0000000000002410   
0601TIA0N       20240101002320100000005000 0000000000002410   
0601TIA0N       20240101002325100000005000 0000000000002410   
0601TIA0N       20240101002330100000005000 0000000000002410   
0601TIA0N       20240101002335100000005000 0000000000002410   
0601TIA0N       20240101002340100000005000 0000000000002420   
0601TIA0N       20240101002345100000005000 0000000000002420   
0601TIA0N       20240101002350100000005000 0000000000002420   
0601TIA0N       20240101002355100000005000 0000000000002420   
0601TIA0N       20240101002360100000005000 0000000000002430   
0601TIA0N       20240101002365100000005000 0000000000002430   
0601TIA0N       20240101002370100000005000 0000000000002430   
0601TIA0N       20240101002375100000005000 0000000000002430   
0601TIA0N       20240101002380100000005000 0000000000002430   
0601TIA0N       20240101002385100000005000 0000000000002440   
0601TIA0N       20240101002390100000005000 0000000000002440   
0601TIA0N       20240101002395100000005000 0000000000002440   
0601TIA0N       20240101002400100000005000 0000000000002440   
0601TIA0N       20240101002405100000005000 0000000000002440   
0601TIA0N       20240101002410100000005000 0000000000002450   
0601TIA0N       20240101002415100000005000 0000000000002450   
0601TIA0N       20240101002420100000005000 0000000000002450   
0601TIA0N       20240101002425100000005000 0000000000002450   
0601TIA0N       20240101002430100000005000 0000000000002460   
0601TIA0N       20240101002435100000005000 0000000000002460   
0601TIA0N       20240101002440100000005000 0000000000002460   
0601TIA0N       20240101002445100000005000 0000000000002460   
0601TIA0N       20240101002450100000005000 0000000000002460   
0601TIA0N       20240101002455100000005000 0000000000002460   
0601TIA0N       20240101002460100000005000 0000000000002470   
0601TIA0N       20240101002465100000005000 0000000000002470   
0601TIA0N       20240101002470100000005000 0000000000002470   
0601TIA0N       20240101002475100000005000 0000000000002470   
0601TIA0N       20240101002480100000005000 0000000000002470   
0601TIA0N       20240101002485100000005000 0000000000002480   
0601TIA0N       20240101002490100000005000 0000000000002480   
0601TIA0N       20240101002495100000005000 0000000000002480   
0601TIA0N       20240101002500100000005000 0000000000002480   
0601TIA0N       20240101002505100000005000 0000000000002480   
0601TIA0N       20240101002510100000005000 0000000000002490   
0601TIA0N       20240101002515100000005000 0000000000002490   
0601TIA0N       20240101002520100000005000 0000000000002490   
0601TIA0N       20240101002525100000005000 0000000000002490   
0601TIA0N       20240101002530100000005000 0000000000002490   
0601TIA0N       20240101002535100000005000 0000000000002500   
0601TIA0N       20240101002540100000005000 0000000000002500   
0601TIA0N       20240101002545100000005000 0000000000002500   
0601TIA0N       20240101002550100000005000 0000000000002500   
0601TIA0N       20240101002555100000005000 0000000000002500   
0601TIA0N       20240101002560100000005000 0000000000002500   
0601TIA0N       20240101002565100000005000 0000000000002510   
0601TIA0N       20240101002570100000005000 0000000000002510   
0601TIA0N       20240101002575100000005000 0000000000002510   
0601TIA0N       20240101002580100000005000 0000000000002510   
0601TIA0N       20240101002585100000005000 0000000000002510   
0601TIA0N       20240101002590100000005000 0000000000002520   
0601TIA0N       20240101002595100000005000 0000000000002520   
0601TIA0N       20240101002600100000005000 0000000000002520   
0601TIA0N       20240101002605100000005000 0000000000002520   
0601TIA0N       20240101002610100000005000 0000000000002520   
0601TIA0N       20240101002615100000005000 0000000000002520   
0601TIA0N       20240101002620100000005000 0000000000002530   
0601TIA0N       20240101002625100000005000 0000000000002530   
0601TIA0N       20240101002630100000005000 0000000000002530   
0601TIA0N       20240101002635100000005000 0000000000002530   
0601TIA0N       20240101002640100000005000 0000000000002530   
0601TIA0N       20240101002645100000005000 0000000000002530   
0601TIA0N       20240101002650100000005000 0000000000002540   
0601TIA0N       20240101002655100000005000 0000000000002540   
0601TIA0N       20240101002660100000005000 0000000000002540   
0601TIA0N       20240101002665100000005000 0000000000002540   
0601TIA0N       20240101002670100000005000 0000000000002540   
0601TIA0N       20240101002675100000005000 0000000000002540   
0601TIA0N       20240101002680100000005000 0000000000002550   
0601TIA0N       20240101002685100000005000 0000000000002550   
0601TIA0N       20240101002690100000005000 0000000000002550   
0601TIA0N       20240101002695100000005000 0000000000002550   
0601TIA0N       20240101002700100000005000 0000000000002550   
